text,label
" Harry Reid Storms The Senate, UNLEASHES On GOP And It Was F*cking AWESOME (VIDEO)",fake
" Trump Has A New Nickname For Bernie Sanders, But It Works Better On Him (TWEET)",fake
 WATCH: Top Trump Aide Admits He Sees The Presidency As ‘The Ultimate Reality Show’ (VIDEO),fake
 WATCH: Gay Cyclist Shuts Down Hate Preacher With One Epic Comeback,fake
 Donald Trump Whines That Mitt Romney Was ‘Ungrateful’ For Trump Helping Him Lose The Election (VIDEO),fake
 SNL ‘President Barbie’ Commercial Jokingly Highlights Progress Of Feminism (VIDEO),fake
" 40,000 MA Drug Cases Could Be Thrown Out Because Of Drug Stealing Lab Scandal",fake
 Watch Dan Savage Destroy Ann Coulter For Her ‘Bullsh*t’ Obsession With Trump (VIDEO),fake
 Dick Cheney Just Did The Most Disgusting Thing Since Lying About WMDs In Iraq,fake
 Maddow Mocks GOP By Turning Their Freak Out About Trump Into Poetry And Performing It,fake
 Duggar-Linked Ministry Building A ‘Retreat’ Where Christian Dads Can Trade Their Teen Daughters,fake
 The Rolling Stones Are DONE With Trump Using Their Music (VIDEO),fake
 Trump Campaign Hits New Low With These Sexist Anti-Hillary Buttons (IMAGES),fake
 Crazy Republican Shames Dad At Walmart For Using Food Stamps (VIDEO),fake
 WATCH: Karma Strikes Disgusting Voyeur At Target When Woman Confronts And Chases Him,fake
 Watch Ted Cruz’s Disturbing Reaction When Carly Fiorina Takes A Header Off Of A Stage (VIDEO),fake
 Talk Show Host Whines That No One Called George W. Bush ‘My N***a’ At Correspondents’ Dinner (VIDEO),fake
 Obama Invades Iran With A Moderate Reformist Government–Defies GOP Logic Of Democracy Via War,fake
 Trump Disproves The Effectiveness Of Walls As He Climbs Over One Himself (VIDEO),fake
 California Trump Rally Leads To Violence Between Thousands Of Protestors And Supporters (VIDEO),fake
 INSANE: Southern City Passes Law To Jail Transgender People For Using The Bathroom,fake
 Madeleine Albright Unleashes Blistering Attack On Trump After His Foreign Policy Speech (TWEETS),fake
 BREAKING: Cruz Names Carly Fiorina As His VP Running Mate,fake
 Hillary NAILS Response To Trump’s Accusations Of ‘Playing The Woman Card’ (VIDEO),fake
 Clinton Supporter Claims Credit For Multiple Bernie Facebook Groups Being Taken Down (IMAGES),fake
 Woman Who Wants To Control Texas Education Thinks Preschool Makes Kids Gay (IMAGE),fake
" Ninety-Year-Old Senator Finds Love Again, This Time With A Man",fake
 Joe Biden: I’m Not Part Of The Party That Says ‘Well We Can’t Do It’,fake
" Costa Mesa Official: If You Don’t Make Enough To Live Here, Get Out",fake
" Curt Schilling Doubles Down On Transgender Hate On Facebook, Adds Racism (IMAGE)",fake
 The World’s Buildings Turn Purple In Honor Of Prince (TWEETS),fake
 What Trump Just Said About Transgender People Will Make Republicans FURIOUS (VIDEO),fake
 ESPN Just Fired Curt Schilling For This Despicable Facebook Post (IMAGE),fake
 Fox’s Uncle Tom Sheriff: Hillary’s Hot Sauce Love Is Racist To Blacks (VIDEO),fake
" Bernie Sanders Comforts Frustrated Voters, SHREDS New York’s Closed Primary (VIDEO)",fake
" Kasich LOSES IT After Reporter Asks About His Only Win, And It’s Kinda Hilarious (VIDEO)",fake
 Baseball Players Who Called Obama ‘F*cking Watermelon Eatin Baboon’ Won’t Be Punished (IMAGES/VIDEO),fake
 ‘God Is Gay’: SNL Destroys ‘Religious Freedom’ Laws In HILARIOUS Mock Film Promo (VIDEO),fake
 WATCH: Hillary Clinton Gave The PERFECT Response To Trump’s Childish Insult,fake
 ‘Satanic Giants Built Stonehenge’ Is Now A Thing With Creationists (VIDEO),fake
 Former ‘Apprentice’ Contestants Unite AGAINST Trump – Issue BRUTAL Statements,fake
 Hillary SLAMS CNN For Ignoring One Of The Most Important Issues In The Election (VIDEO),fake
 Bernie Sanders And His Wife SHUT DOWN Supporter After He Disrespects Hillary Clinton (VIDEO/TWEETS),fake
 Republican Leaders And Activists Plan To Back Third-Party Candidate If Trump Is Nominated,fake
 Major Corporation Leaves South Carolina After Republican Introduces Anti-LGBT Bill,fake
 Scarborough Shreds Last Bit Of Credibility By Floating This Insane Obama Conspiracy Theory (VIDEO),fake
 GOP Senator Loses His Sh*t On Twitter Over Trump’s Colorado ‘Temper Tantrum’ (TWEETS),fake
 ‘Christian’ Author Rants That Women Who Masturbate Are Going To Hell,fake
 Report: Turns Out Most Of Trump’s ‘Charity’ Was Giving Free Golf To His Business Friends,fake
 Bernie Criticizes Israel’s ‘Disproportionate’ 2014 Slaughter Of Palestinian Civilians (VIDEO),fake
 Donald Trump Just Visited The 9/11 Museum And P*ssed EVERYONE Off (IMAGES/TWEETS),fake
" Bill Maher Announces Sarah Palin Is Becoming A Rapper, And He Has Video Proof (VIDEO)",fake
 Violent Right Wingers Threaten To Murder Trans People For Using The Bathroom (IMAGES),fake
 President Obama: Hillary Clinton Is Undoubtedly Qualified To Be President,fake
 Ivanka Trump-Branded Cheapo Scarves Recalled Because They Can Easily Burst Into Flames,fake
 WATCH: New Yorkers Send Donald Trump A POWERFUL Message That All Americans Need To Hear,fake
 Is A GOP Civil War Coming? RNC Chair Accidentally Spoke The Truth About 2016 Nomination Process,fake
 Tennessee Republicans Pass Bill To Make The Bible The State’s Official Book,fake
 Hotel Workers Smashed Trump In A MASSIVE Victory,fake
 WATCH: Justin Timberlake Just Made A Joke About Trump That Everyone Needs To Hear,fake
 Protesters Bring 51-Foot Long Joint To White House Demanding Marijuana Be Rescheduled (VIDEO),fake
 SNL Hilariously Mocks One Of Trump’s Biggest Supporters During Opening (VIDEO),fake
 Reporter Gets Bush’s CIA Director To Admit Waterboarding Is Torture Using VERY Clever Trick (VIDEO),fake
 Maine GOP Governor Holds State Senate Hostage Over Personal Grudge,fake
 WATCH: Gay Man Beaten After Lunatic Sees Him Kiss His Partner,fake
" Most ACCURATE Political Scientist Just Released This 2016 Election Map, Republicans Will HATE It",fake
 Ted Cruz Makes A Stunning Confession To Jimmy Kimmel (VIDEO),fake
 Conservatives Frothing At The Mouth Over Disney’s ‘War’ On Christianity,fake
 Watch A CNN Anchor Put Trump In His Place On Live TV (VIDEO),fake
 DOJ Tells Cops To Go Ahead And Start Stealing Money And TVs From The Public Again,fake
 Secret Service Just Killed The Fun: No Open Carry At The GOP Convention,fake
" Ted Cruz Says He’s Innocent of Sex Scandal, Lie Detecting Experts Say He’s Lying (VIDEO)",fake
 California Democrats To Raise Minimum Wage In State To $15 An Hour,fake
 Rick Scott Just Amped Up His War On Women In Florida,fake
 This Map Explains GOP Panic: Dems Headed For EPIC Landslide Win (TWEET),fake
" Elizabeth Warren Tears Trump Apart AGAIN, Praises Dem Candidates",fake
" Exclusive: Interview With Progressive Superstar Running For Congress, Zephyr Teachout",fake
 Republican Outrageously Slanders Hillary By Calling Her A ‘Founding Member Of ISIS’ (VIDEO),fake
 Florida Judge Blames Rape Victim For Attending Music Festival,fake
 Bernie Sanders Absolutely CRUSHES Trump’s Barbaric Rhetoric On Jimmy Kimmel (VIDEO),fake
 This Christian Mom Thought It Was A Good Idea To Put Her Hateful Rap Song On The Internet (VIDEO),fake
 Donald Trump’s Despicable Response To The Brussels Bombings Proves Him Unfit For President (VIDEO/TWEETS),fake
 Trump And Carson Dancing While Being Serenaded Is Easily The Most Awkward Thing EVER (VIDEO),fake
 Watch Glenn Beck’s BIZARRE Ritual With Child At Campaign Rally,fake
" WATCH: Protesters BEHEAD Effigy Of Donald Trump, Kick His Severed Head",fake
" Scientists Measure Trump’s Grammar, Find He’s At The Level Of This Infamously Dense Former President",fake
 This Republican Just Gave The Most Honest Response EVER To A Letter From One Of His Constituents,fake
 Alabama GOP Bill Would Ban Poor People From Having Food Stamps If They Own A Car,fake
" UPDATE: Anonymous Releases Data On First Attack Doxxing Trump, Promises More To Come (VIDEO)",fake
 Hateful Pastor: Kill Girl Scout Leaders Because They Are ‘Promoting Homosexuality’,fake
 Georgia Republican Ruthlessly Blocks Rape Kit Bill That Would Help Victims Get Justice (VIDEO),fake
 Gov. Chris Christie Bails On Cop’s Funeral To Campaign For Trump,fake
 Chicago Cops Busted Yelling ‘F**king N***gers’ On Hot Dispatch Mic (AUDIO),fake
 Why A Wall Street Investor Endorsed Senator Bernie Sanders,fake
" Trump Supporters Give Nazi Salute, Tell Reporters To ‘Go To F*cking Auschwitz’ (VIDEO)",fake
 Georgia Is Going To Waste $2 Million On Deceptive ‘Abortion Clinics’ That Lie To Women,fake
 Kentucky Republican To Rape Victim: Getting DNA From Rapist Worse Intrusion Than Being Raped,fake
 Bernie Sanders Rocked 3 Rallies In Florida Yesterday,fake
 Trump Just Approved Of And Asked For MORE Violence Against Protesters (VIDEO),fake
 ‘Dilbert’ Creator Scott Adams Says Comparing Trump To Hitler Is Racist,fake
 Bernie Sanders Has Something To Say About Donald Trump And America Needs To Hear It (VIDEO),fake
 Reporter Reveals Just How Frightening A Trump Rally Is,fake
 The Westboro Baptist Church Just Crucified Trump With A 2-Word Description Of His Candidacy,fake
 Anti-Vaxxer Parents Let Toddler Die Of Meningitis After Maple Syrup Fails To Cure Him,fake
 Rep. John Lewis Reminds Us All How Far We’ve Come With Chilling Bloody Sunday Tweets,fake
 God Created Our Hands? These Scientists Said He Did,fake
" George Takei Just BRILLIANTLY Destroyed Trump’s Rambling, Insane Interview Technique (IMAGE)",fake
 Trump Was So Desperate During Last Debate He Broke The Rules To Ask For Help,fake
 GOP Leadership At Fault For Predicted Collapse Of Public Defense System In This State,fake
 Trump Bails On CPAC And Republicans Are Now Beyond PISSED At His Antics (TWEET),fake
 Fox News Shows REAL REACTION From Demoralized GOP Focus Group Full Of Trump Supporters (VIDEO),fake
 Three Liberal Female Supreme Court Justices Slam Texas GOP Over Anti-Abortion Bill,fake
 Veteran Newsman Ted Koppel Scorches O’Reilly: You Spent 20 Years Making The News Dumber (VIDEO),fake
 GOP Poll Workers Accused Of Cheating Dem Voters On Super Tuesday (AUDIO),fake
 White Nationalist Radio: Trump Gave Us A Press Pass And We Interviewed His Son,fake
 Rich Couple’s INSANE Explanation For Why They’ll Vote Trump Has Entire World Facepalming,fake
 Viral Video Shows Trump For The Fascist He Truly Is (VIDEO),fake
 Even Trump’s Best Friend Joe Scarborough Can’t Handle His ‘Disqualifying’ KKK Support (VIDEO),fake
" MSNBC Reacts To Melissa Harris-Perry’s Letter, And Their Response Is Shameful",fake
 Racist David Barton: Why Aren’t Blacks Thanking Us For Freeing Them? (VIDEO),fake
 Fox News Managed To F*ck Themselves Out Of Half Their Audience In A Single Month,fake
 Big Corp. Is So Afraid Of A Liberal SCOTUS They Just Settled A MASSIVE Lawsuit,fake
 Mark Zuckerberg Stands Strong With Black Lives Matter – Reprimands Racist Facebook Employees,fake
 WTF: Ted Cruz Tried To Block Aid To Flint Before Backlash Forced His Hand,fake
 See Who Sarah Palin Just Compared Donald Trump To – It Will Make You Queasy (IMAGE),fake
 Watch RNC Chairman Reince Priebus SQUIRM As CNN Proves Trump Is Destroying His Party (VIDEO),fake
 Obama Pens Letter Explaining Exactly Why He’s Doing His Job When The GOP Isn’t,fake
" KKK Members Showed Up At Nevada Caucus With Pro-Donald Trump Signs (PHOTOS, TWEETS)",fake
 ‘Well-Regulated’ Militia Member Shoots 12-Year-Old Girl In Stomach During Target Practice,fake
 Republican Candidate Signs Bill Defunding Planned Parenthood While Calling Himself ‘Moderate’,fake
 WATCH: Donald Trump Fits In Perfectly As Villain On Game Of Thrones Mashup,fake
 CNN Slams Trump For Courting Black Voters While Retweeting White Supremacists (VIDEO),fake
 Texas Republicans Cut Environmental Regulations And Now Black Sludge Is Coming Out Instead Of Tap Water,fake
 John Oliver Exposes The GOP’s Dirty Plan To Win The White House (VIDEO),fake
" Ted Cruz Names Who He’ll Pick As Ambassador To The UN, And You May Vomit (VIDEO)",fake
 Racism Wins The Day As S.C. Prepares To Vote For Trump,fake
 Photographer Captures Horrific Effects Of Climate Change In One Heartbreaking Photo,fake
 Baby Dolphin Dies After Tourists Pass It Around For Photos (VIDEO/IMAGES),fake
 President Obama Mocks Conservatives That Claim To Be Constitutional Scholars (VIDEO),fake
 Bette Midler’s Brilliant Tweet Perfectly Exposes The Sad Irony Of Jeb Bush’s Gun (TWEET),fake
 Zombie Reagan BLASTS Modern GOP For Obstructing Nominee (VIDEO),fake
 CNN Host Tells Senate Republican To Do His Damn Job (VIDEO),fake
 Watch: MSNBC’s Chris Hayes Apologizes On Air For Releasing Deceptively Edited Anti-Clinton Video,fake
" Sorry, Not Sorry: Here Are Some Of The Funniest Responses To Scalia’s Death (IMAGES)",fake
 Conservatives Will HATE What Donald Trump Just Said About Planned Parenthood (VIDEO),fake
 Chuck Schumer DESTROYS Ted Cruz Over Vow To Block Obama SCOTUS Nominee (VIDEO),fake
 Cruz Humiliated By Moderator After Lie About Presidents Not Appointing Justices In Election Year,fake
 Donald Trump’s New Willie Horton-style Ad Could Get Latinos Killed (VIDEO),fake
 Bizarre Reason Right-Wing Actor James Woods Is Suing A Twitter User For $10 Million,fake
 Ohio Cop Suspended After Disgusting Facebook Post Celebrating Suicide Of #BlackLivesMatter Activist (IMAGE/VIDEO),fake
 WATCH: Eric Garner’s Daughter Tells The World Why She’s Backing Bernie,fake
 LIVE: Bundy Terrorist Declares ‘War Against The Federal Government’ Because He Might Be Raped In Jail (LIVE AUDIO),fake
 Glenn Beck Anchor In Race Attack On Beyoncé For Super Bowl Show (VIDEO),fake
 Cruz Ad Turns Trump Into A Creepy Doll Who ‘Pretends To Be A Republican’ (VIDEO),fake
 A Bunch Of Dumb White Racists Will Picket NFL Offices Because Beyonce Gave Them Butthurt (IMAGES),fake
 Ted Nugent Attacks Jews Who Support Gun Control By Calling Them Nazis (IMAGES),fake
 ‘The Most Deranged Electoral Sh*t Show In A Generation’: Samantha Bee DESTROYS The GOP Race (VIDEO),fake
 Senator Slimeball Is At It Again: Cruz Sends Fake ‘Checks’ To Trick Voters Into Giving Him Money,fake
 Hillary Gives Rubio A New Name After He Says She Kills Babies On Their Due Date (VIDEO),fake
 Watch What Happens When A Rapist Pedophile Tries To Panhandle In The Wrong Guy’s Town (NSFW VIDEO),fake
" As Poverty Soars In Michigan, Governor And Wife Eat Cake",fake
 ‘Millennials Rising’ Republican Super PAC Almost Entirely Funded By One 72-Year-Old White Guy,fake
" Girl Tells Ted Cruz She’s Gay .02 Seconds Before Taking This Photo, His Reaction Is Priceless",fake
 Voter Confronts Trump: How Could My Daughters ‘Look Up To President Trump As A Role Model?’ (VIDEO),fake
" Rick Santorum Endorses Rubio, But Can’t Actually Name Any Of His Accomplishments (VIDEO)",fake
 CNN Host SLAMS Cruz Campaign For Making Up Absolute Bullsh*t And Bashing Network (VIDEO),fake
 Jesus Appears On Kimmel To Read GOP Quotes And It’s Gloriously Awkward (VIDEO),fake
 Sarah Palin Just Openly Admitted She Prefers Being Interviewed By Children Over The Press,fake
 NY Daily News Mocks ‘Bozo’ Trump’s Iowa Caucus Defeat With Yet Another Brilliant Cover (IMAGE),fake
 Ted Cruz Bashes Michelle Obama In Lame Attempt To Be Student Body President (VIDEO),fake
 Bernie Supporters Are Asked To Describe Donald Trump With Just One Word (VIDEO),fake
 Donald Trump Unveils GENIUS Obamacare Alternative: ‘We’ll Work Something Out’ (VIDEO),fake
" What This Georgia Republican Just Said About The KKK, Slavery And ISIS Will Blow Your Mind",fake
 Hate Group Leader Claims Gay People Are Imposing Islamic Tax On American Christians (AUDIO),fake
 Carson Campaign Demands Gay Soldiers Go Back In The Closet Lest They Get Too ‘Militant’ About It,fake
 This GOP Debate Answer Exposes How Much The Right Hates Women (VIDEO),fake
 Veterans Send ‘Loser’ Trump A Brutal Message: Keep Your Donations (TWEETS),fake
 Leave It To Sesame Street To Teach America What A Jerk Donald Trump Truly Is (VIDEO),fake
 Racists Explode As Death Of Bundy Militant Blamed On Jews And White Oppression (IMAGES),fake
" THIS: After The Blizzard, Only One Group Of People Showed Up To Run The Senate",fake
 Stephen Colbert Gets Donald Rumsfeld To Admit The Iraq War Was All A Lie (VIDEO),fake
 Watch This Bundy Militiaman Challenge Chris Christie To Sumo Match In Latest Bizarre Video,fake
 Donald Trump Promises ‘Christianity Will Have Power’ If He Becomes President,fake
 WATCH Tina Fey’s Triumphant Return To SNL As Crazy Sarah Palin Endorsing Trump,fake
 Michigan Militia Group Turns On Right-Wing Governor Rick Snyder,fake
 Seizure Victim 2nd Amendmented A Fireman Who Responded To Wife’s 911 Call To Help Him,fake
 Christian Conservative State Bans Women From Testifying In Court Unless They Obey ‘Modesty’ Code,fake
 Reality Check: New Iowa Poll Shows Bernie In The Lead; Second Iowa Poll Shows Hillary Leading,fake
 Donald Trump Goes Full Racist On Oscars Boycott: ‘The Whites Don’t Get’ BET Nominations (VIDEO),fake
 Why We Should All Be Aware Of Ted Cruz’s Creepy Obsession With Murder And The Death Penalty,fake
" Ted Nugent Calls For The Death Of President Obama, Goes Off On Racist Rant (VIDEO)",fake
 Ted Cruz Writes Heartfelt Break-Up Tweet To Sarah Palin (TWEET),fake
 Hilarious: Trevor Noah Has More Fun Than One Guy Should With Last Week’s Debates (VIDEO),fake
 Scholastic Yanks Children’s Book For Its Portrayal Of Happy Slaves (IMAGE),fake
" Bundy Militant Loses Foster Kids, Blames It On The Tyrannical Government",fake
" This One Factor Determines If You’re A Trump Supporter, And It’s Not What You Think",fake
 Wife Of Pastor Freed In Iran Just Demolished The Right-Wing Criticism Of Obama’s Actions (VIDEO),fake
 President Obama Humiliates GOP As Iran Releases WaPo Reporter Before Nuclear Deal Goes Into Effect,fake
" President Obama Just Sent The Climate Change Industry Some Very, Very Bad News",fake
 Obama’s Epic Win Vs Ebola The Media Never Told You About (IMAGE),fake
 ‘Responsible Gun Owner’ Who Had Never Fired One Gets Concealed Permit In A Single Day,fake
 Virginia Republican Says Conservatives Own Christianity In Attack On Obama For Citing Bible (AUDIO),fake
" Behold, Donald Trump’s 4th-Grader Response To Obama’s ‘Zero F*cks Left’ State Of The Union (TWEETS)",fake
" Ann Coulter Gets EATEN ALIVE By GOP Strategist, And It’s WILDLY Entertaining (VIDEO)",fake
 Watch Jimmy Fallon Give Mock Job Interview To Trump For Presidency (VIDEO),fake
 Fox News To Viewers: Key To Winning Jackpot Is Buying As Many Lottery Tickets As You Can Afford,fake
 Ricky Gervais SLAMS ‘Future President’ Donald Trump’s Racism At Golden Globes (VIDEO),fake
 Michigan’s Republican Governor Needs Your Tax Dollars To Fix The Flint Water Crisis He Created,fake
 WATCH: Ted Cruz Tells Social Worker He’s Going To Deport Her If He Becomes President (VIDEO),fake
 BUSTED: Guess What The Bundy Militia Was Doing While They Were Not In Gunfights With The FBI,fake
 NRA Gets Blasted For Live-Tweeting Obama’s Town Hall Meeting Instead Of Actually Attending (TWEETS),fake
 Seth Meyers Dubs Oregon Militia Terrorist #Tarpman In Most Hilarious Mockery Yet (VIDEO),fake
 Watch Trump Fans Attack Peaceful Protesters Holding ‘America’s Already Great’ Sign (VIDEO),fake
" WATCH: Fox News Just Sided With President Obama On Gun Control- What Now, NRA? (VIDEO)",fake
 Watch The NRA’s Wayne LaPierre Support Then Oppose Then Support Firearm Background Checks (VIDEO),fake
 Oregon Militia Terrorist: I’ll Die Before I Let The Feds Arrest Me (VIDEO),fake
 Ted Cruz Goes FULL Right-Wing Lunatic Trying To Raise Support Off Obama’s Gun Actions (IMAGES),fake
 Did You Spot The ‘Pants On Fire’ Moment In Trump’s First Campaign TV Ad? Politifact Did (VIDEO),fake
 Guns In Schools Advocate Slammed By BBC Host (AUDIO),fake
" FBI FINALLY Does Its Job, Starts Monitoring Oregon Militia Terrorists",fake
 Texas Lt. Governor Uses Fake Statistics To Defend New Open Carry Law (VIDEO),fake
 Why The Hell Are Our News Media Whitewashing Domestic Terrorism In Oregon?,fake
 The Funniest And Most Obscene Local News FAILS Of 2015 (VIDEO),fake
 R.I.P. GOP White House Dreams? U.S. Jobs Haven’t Grown This Much Since The ‘90s,fake
 FL ‘Responsible Gun Owners’ Shoot 9-Year-Old Girl During ‘Celebratory’ New Year’s Gunfire (VIDEO),fake
GOTCHA! A Stammering John Podesta Stunned by a REAL Question from CBS Reporter,fake
LOOK WHO Approved Visas For Russian Operatives To Enter US And Interfere In Election,fake
“PROUD TRANSGENDER” Democrat Candidate For Congress Turns Out To Be A Fugitive…ARRESTED In Wisconsin,fake
BILL NYE The FAKE Science Guy THREATENS Conservatives…Blue States Will “Impose Economic Sanctions” Against Climate Change Denying States,fake
LEGENDARY DIRECTOR Shocks Liberal Elites With Comments On Trump Tax Overhaul,fake
"WHY THIS BLUE-COLLAR DEMOCRAT STRONGHOLD County Is Still Fighting For Trump: “He was the hope we were all waiting on, the guy riding up on the white horse” [VIDEO]",fake
MOVIEGOING HITS 22-YR LOW…LA Times Blames Everyone But ANTI-TRUMP HOLLYWOOD,fake
CHRIS CHRISTIE Gets Frustrated…SNAPS At MSNBC Hack Host Nicolle Wallace: “Do You Work For Mueller Now?” [VIDEO],fake
BOOM! #AT&T and #Boeing Step Up to Invest Billions and Give Employee Bonuses After Tax Cut Bill [Video],fake
HILLARY CLINTON SINGS “Song for Women” In Cameo On The Daily Show [Video],fake
“GUATEMALAN” MAN DIES After Falling Into WASTE GRINDER At Meat Plant…Former Worker Claims They Hire “90% Illegal Aliens”…Including “10-12 Yr Old Kids”,fake
"In Liberal Utopia of Chicago, Where Americans are​ Dying Left & Right…Rahm Emanuel Unveils Fancy ID For Illegals",fake
WATCH: “IT’S THE MOST WONDERFUL TIME OF THE YEAR”…Trump Style,fake
JIM JORDAN BLASTS DEPUTY AG ROSENSTEIN On Key Anti-Trump Text Saying “We can’t let” Trump Be President…”We need an insurance policy” [Video],fake
WATCH: ESTABLISHMENT REPUBLICAN Pollster Tries Desperately To Turn Alabama Voters Against Roy Moore…Gets BIG Surprise,fake
PORTRAIT OF HILLARY Sets Off Security Dogs…Briefly Shuts Down Art Tent,fake
“DONALD TRUMP DIET”…LIFELONG LIBERAL Tells  How His Leftist Friends Caused Him To Lose 7 Pounds After He Defended Donald Trump [VIDEO],fake
ARE SENATOR AL FRANKEN and REP JOHN CONYERS Being Sacrificed By The Democrat Party For A Much Larger Goal?,fake
JUST IN: UK LEADER Who Criticized President Trump For Tweeting About ISLAMIC EXTREMISTS Is Victim Of Assassination Plot By ISLAMIC EXTREMISTS,fake
JUST IN: SUPREME COURT Rules On Trump Travel Ban,fake
DEMOCRATS Get DEVASTATING News After Spending $10.1 MILLION To Defeat Roy Moore In AL Senate Race,fake
LOU DOBBS and Steve Forbes Rip Obama for Criticizing Trump Overseas: ‘He doesn’t get that he doesn’t matter anymore’ [Video],fake
JUST IN: JOHN CONYERS’ Attorney Suggests Nancy Pelosi Is A Racist For Saying Conyers Should Resign,fake
YIKES! STUNNING VIDEOS Show ANYONE Can Hack MacOS High Sierra By Only Typing ONE WORD!,fake
JUST IN: WASHINGTON POST Gets DESTROYED When Reporter Admits Truth About How They Cover President Trump In New Undercover Videos,fake
88-Yr Old DEMOCRAT Congressman and Accused SEXUAL PREDATOR Reluctantly Steps Down From House Judiciary Committee…REFUSES To Resign,fake
MELANIA Visits Coast Guard With POTUS…One Part Of Her Outfit Causes Liberal Freak Out [VIDEO],fake
JUST IN: POTUS Speaks Out On Alabama’s Roy Moore…The Left Goes Bonkers [Video],fake
DIRTY POOL! FBI AND DOJ Just Affirmed They Spied On Trump WITHOUT Proving Dossier’s Authenticity,fake
HYSTERICAL! BERNIE SANDERS On Why ‘Very Popular’ Al Franken Shouldn’t Resign Is Classic [Video],fake
WATCH: UNCOVERED VIDEO REVEALS Dan Rather Saying Americans Are Bored With Bill Clinton Rape Story…Want To “Move On” To The Next Thing,fake
"ROSIE O’DONNELL, BROADWAY STARS Host Concert ‘Celebrating’ Hillary But Bash Trump",fake
LEFTIST MEDIA EXPOSES Democrat Party For Ignoring Rape Allegations Against Bill Clinton and For Giving Hillary A Pass After Threatening His Victims,fake
AWESOME! Conservative Artist Crashes Anti-Trump Art Show…Shocks Liberal Crowd,fake
HA! ALABAMA LAWMAKER Tells MSNBC’s Chuck Todd Democrats Practice ‘Gutter Politics’ [Video],fake
JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking”,fake
LOL! DONALD TRUMP JR. Has HILARIOUS Response To Dinesh D’Souza’s Tweet About Donna Brazile Fearing For Her Life For Crossing Hillary,fake
DIAMOND and SILK Have Message For GOP Candidates Who Don’t Embrace Trump After Ed Gillespie Loses Governor’s Race In VA,fake
TRUMP’S RESPONSE TO TEXAS SHOOTING Sends Anti-Gun Crowd Into Orbit [Video],fake
JUST IN: RAND PAUL ASSAULTED By Democrat Doctor…Here’s What We Know About The Attacker,fake
PBS FORCED TO Shut Down LIVE Event For Hillary Clinton After Facebook Users Destroy Her With Brutal Comments [Video],fake
FORMER NPR CEO DITCHES AND SWITCHES: How A Liberal Learned to Love the ‘Right’ [Video],fake
JUST IN: NYC TERRORIST Allegedly Entered U.S. On NY Democrat Senator Chuck Schumer’s ‘DIVERSITY VISA” Program,fake
VIDEO SURFACES OF DISGRACED Alleged Pedophile Kevin Spacey Laughing About Killing Trump,fake
WATCH: JUDGE JEANINE Is FURIOUS After It’s Revealed That Session Says He Won’t Prosecute Hillary and Cronies: “What Does The President Have To Do To Get Sessions To Do His Job?”,fake
HOUSTON TEXAN PLAYERS THREATEN Owner For Telling NFL Team Owners “We can’t have the inmates running the prison” During Private Meeting,fake
BREAKING NEWS ON CLINTON INFORMANT’S Gag Order Will Have Hillary Shaking In Her Pantsuit,fake
BREAKING: Russia Backfires! Clinton Campaign and DNC Busted In Huge Discovery On Fake Salacious Trump Dossier,fake
BILL O’REILLY EMBARRASSES Megyn Kelly…Publishes Letters She Wrote Thanking Him For Being A “Dear Friend” and For “Years” of Support After She Bashed Him On Her Flailing NBC Morning Show [VIDEO],fake
DEM CHAIRMAN GOES HARDCORE HATE: Curses and Says Trump is ‘Most Dangerous POTUS Ever’ [Video],fake
MOST DIVISIVE POTUS EVER Takes Swipe At Trump Using Despicable Alinsky Tactic [Video],fake
MUST WATCH: SEN TED CRUZ Tells SEN BERNIE SANDERS To “Curb Your Enthusiasm” In Hilarious Moment During CNN Debate,fake
MESSAGE TO HOLLYWOOD GOES VIRAL,fake
WHY FORD’S DARK SECRET May Come Back To Haunt Them Over Owner’s Support of NFL Protests,fake
REPORTER TO CLINTON: ‘So you still blame others more than yourself for loss?’ [VIDEO],fake
"DISGUSTING VIDEO EMERGES of LIBERAL ACTOR, and Democrat Donor, Ben Affleck That Should Have Ended His Career",fake
BEN AFFLECK BUSTED! After Making Statement of Shock Over Harvey Weinstein Charges…Rape Accuser Calls Him Out…“YOU LIE!”…Claims Affleck KNEW,fake
"WATCH: INTOLERANT GAY COFFEE SHOP Owner Screams Profanities at Christian Pro-Life Group, Kicks Them Out Of Business: “I’m gay. You have to leave”",fake
RUSSIAN LAWMAKER WARNS: North Korea Ready To Launch Missile Capable Of Hitting U.S.,fake
WATCH: GERALDO EMBARRASSES San Juan Mayor Who Said Trump’s “Killing” Puerto Ricans: “I Don’t See People Dying”,fake
PRESIDENT TRUMP WEIGHS Executive Order On WELFARE REFORM: If You’re an Able Bodied American Who Wants A Paycheck…Find A Job,fake
COLLEGE CONSERVATIVES Stalked by Antifa on Campus: You ‘will not stop us’ [Video],fake
NEW VIDEO…ANTIFA Terror Group INFILTRATED…Transgender Leader: Use “Knives To Stab” Opponents…Have “AK-47’s Ready” To Shut Down Free Speech,fake
Sports Bar Owner Bans NFL Games…Will Show Only ‘True American’ Sports: ‘I’d like to speak for rural America’ [Video],fake
AMERICA’S OLDEST Suit Manufacturer Drops NFL Ads: “Our companies will not condone unpatriotic behavior!”,fake
